spam,Nike Factory Store: 25% de descuento en calzado deportivo. Vig. hasta agotar existencias.
scam,Apple ID: Se detectó un intento de acceso sospechoso. Valida tu cuenta.
spam,Uber Eats: pide hoy y recibe $120 de descuento en tu primer pedido con código BIENVENIDO120.
spam,CRISIS EN SECTOR SALUD/INCENDIO EN BODEGA DE PUEBLA/SE VIRALIZA VIDEO POLÉMICO
scam,Alertamos actividad desconocida en tu banca HSBC. Restablece aquí: https://hsbc-seguridad.mx/reset
scam,Repartidor no pudo entregar tu paquete. Cambia dirección https://paqueteria-update.mx/envio
spam,Envíame un SMS.
scam,[Banorte]: Sus puntos VIP expirarán hoy. Active su cuenta aquí  https://bnrt-vip.mx.org
scam,Uber: Tu cuenta ha sido inhabilitada por fraude. Verifica https://uber-check.mx/auth
scam,"La nueva plataforma esta en linea, se han depositado $50-300 en su cuenta, inicie sesion y retire inmediatamente.  
https://cutt.ly/yrEkXCun"
spam,Liverpool: 15% de descuento en electrónicos este fin de semana.
scam,"Tus scotiacbank  [7777puntos] estan por vencer. iCanjealos ya por grandes recompensas!

 t.ly/5-S6R 

Haga clic en el enlace para participar."
spam,POLÉMICA EN ELECCIONES ESTATALES/FAMOSO FUTBOLISTA ANUNCIA RETIRO/CRISIS DE AGUA EN EL NORTE
spam,DESCUBREN CASO DE CORRUPCIÓN EN MUNICIPIO/INCENDIO EN ESCUELA DE CDMX/CRÍTICAS A NUEVA SERIE DE NETFLIX
scam,Amazon Prime: Tu pago fue rechazado. Corrige tus datos antes de 12h.
spam,Quálitas: descuento especial en tu póliza de auto si contratas antes del 30/09.
scam,Recibiste notificación de embargo fiscal. Descárgala https://sat-mx.org/notificacion
spam,Tu código Moneypool: 082101. Úsalo para iniciar sesión
scam,[Inbursa]: Sus puntos de recompensas se han duplicado. Reclámelos aquí  https://inbursareward.co/mx
spam,ALERTA SANITARIA POR BROTE DE INFLUENZA/DESEMPLEO AUMENTA EN MÉXICO/CAMPEÓN DEPORTIVO ENVUELTO EN POLÉMICA
spam,Farmacias Similares: consulta médica por solo $50 hasta el 30 de septiembre.
scam,PayPal: hemos detectado acceso desde otro país. Revisa https://paypal-check.mx/security
spam,¡En Farmacias Benavides lleva 2 productos de cuidado personal y paga solo 1!
